Domain,Run_At,Total_Time,SSL_Status,SSL_Grade,SSL_Endpoints,SSL_AllGrades,SSL_URL,SSL_Screenshot,Sucuri_Status,Sucuri_Overall,Sucuri_Malware,Sucuri_Blacklist,Sucuri_URL,Sucuri_Screenshot,PageSpeed_Status,PageSpeed_Performance,PageSpeed_Accessibility,PageSpeed_BestPractices,PageSpeed_SEO,PageSpeed_LCP,PageSpeed_CLS,PageSpeed_TBT,PageSpeed_TTFB,PageSpeed_FCP,PageSpeed_URL,PageSpeed_Screenshot,Pingdom_Status,Pingdom_Grade,Pingdom_GradeLetter,Pingdom_GradeNumber,Pingdom_LoadTime,Pingdom_PageSize,Pingdom_Requests,Pingdom_URL,Pingdom_Screenshot,DNS_Status,DNS_Propagation,DNS_TotalServers,DNS_Propagated,DNS_PropagationRate,DNS_URL,DNS_Screenshot,PageRank_Status,PageRank_Integer,PageRank_Decimal,PageRank_Rank,PageRank_URL,Server_SPF_Status,Server_DMARC_Status,Server_DKIM_Status,Server_DomainBlacklist_Status,Server_MX_Status,Server_RBL_Status,Server_IP_Address,Server_BrokenLinks_Status,Server_HTTP_Status,Server_SSL_Status
lagabarde.com,2026-03-25T02:27:08.396Z,7 min 13 sec,SUCCESS,A,1,A,https://www.ssllabs.com/ssltest/analyze.html?d=lagabarde.com,C:\ssl-checker-tool\results\2026\mar\25-1\lagabarde.com\images\ssl.png,SUCCESS,CLEAN,No Malware Found, Not Blacklisted,https://sitecheck.sucuri.net/results/lagabarde.com,C:\ssl-checker-tool\results\2026\mar\25-1\lagabarde.com\images\sucuri.png,SUCCESS,68,82,100,100,1.9 s,0.291,90 ms,N/A,0.5 s,https://pagespeed.web.dev/report?url=https://lagabarde.com,C:\ssl-checker-tool\results\2026\mar\25-1\lagabarde.com\images\pagespeed.png,SUCCESS,A 100,A,100,382 ms,N/A,1,https://tools.pingdom.com/#6748b34bcb000000,C:\ssl-checker-tool\results\2026\mar\25-1\lagabarde.com\images\pingdom.png,SUCCESS,0/1,1,0,0%,https://dnschecker.org/#A/lagabarde.com,C:\ssl-checker-tool\results\2026\mar\25-1\lagabarde.com\images\dns.png,SUCCESS,2,1.63,42133772,https://www.domcop.com/openpagerank/lagabarde.com,OK,Missing,Missing,OK,OK,OK,213.186.33.40,Missing,OK,OK
